#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
29372	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Wen J (2016)	26706171	224819	9376	(1R,4S,7Z,10S,16E,21R)-7-Ethylidene-4,21-di(propan-2-yl)-2-oxa-12,13-dithia-5,8,20,23-tetrazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone	ROMIDEPSIN (FK228, DEPSIPEPTIDE)|ZINC136702520|128517-07-7|BDBM50048864	-	PUBCHEM	11947684	C24H36N4O6S2	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	OHRURASPPZQGQM-QSVHVVLASA-N
29373	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Wen J (2016)	26706171	224819	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29374	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Rodrigues DA (2016)	26705137	224820	9377	4-[(E)-N-[[4-(Dimethylamino)benzoyl]-methylamino]-C-methylcarbonimidoyl]-N-hydroxybenzamide	BDBM50146080	-	PUBCHEM	127025647	C19H22N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	JCTMSWPCFNKFGT-DEDYPNTBSA-N
29375	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Rodrigues DA (2016)	26705137	224820	9378	4-[(E)-N-[[4-(Dimethylamino)benzoyl]amino]-C-methylcarbonimidoyl]-N-hydroxybenzamide	BDBM50146079	-	PUBCHEM	122601076	C18H20N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	YBJMRJLHXVKOOB-XDHOZWIPSA-N
29376	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Rodrigues DA (2016)	26705137	224820	9379	4-[(E)-[[4-(Dimethylamino)benzoyl]-methylhydrazinylidene]methyl]-N-hydroxybenzamide	BDBM50146077	-	PUBCHEM	127025646	C18H20N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	YOJNZHSNJLHVML-XDHOZWIPSA-N
29377	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Rodrigues DA (2016)	26705137	224820	9380	4-[(E)-[[4-(Dimethylamino)benzoyl]hydrazinylidene]methyl]-N-hydroxybenzamide	BDBM50146076	-	PUBCHEM	122601008	C17H18N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	HHDICTUTXIOTBC-WOJGMQOQSA-N
29378	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Rodrigues DA (2016)	26705137	224820	4124	Trichostatin A	LS-74195|ANTIBIOTIC A-300|CCG-208142|NCGC00162453-05|TRICHOSTATIN A, >=98% (HPLC), FROM STREPTOMYCES SP.|A 300|7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6R-DIMETHYL-7-OXO-2E,4E-HEPTADIENAMIDE|MFCD03848392|SW219664-1|[R-(E,E)]-7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|HMS3649O20|3X2S926L3Z|HMS1792L09|ABP000141|HMS1362L09|HY-15144|Q-201864|TRICHLOSTATIN A|3C10|NCGC_TSA|AS-74315|HMS1990L09|AKOS015899840|SC-73346|SR-05000013796-3|ZINC100014731|BRD-K68202742-001-05-8|TRICHOSTATIN A??, VETEC(TM) REAGENT GRADE, FROM STREPTOMYCES SP., >=98%|(2E,4E,6R)-7-(4-DIMETHYLAMINOPHENYL)-4,6-DIMETHYL-7-OXO-HEPTA-2,4-DIENEHYDROXAMIC ACID|7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|(2E,4E,6R)-7-(4-DIMETHYLAMINOPHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-HEPTA-2,4-DIENAMIDE|TRICHOSTATIN A FROM STREPTOMYCES SP.|Q425894|GTPL7005|C17H22N2O3|(2E,4E,6R)-7-(4-(DIMETHYLAMINO)PHEN YL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMID E|S1045|DB04297|7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|TRICHOSTATIN A/TSA|NCGC00162453-15|(2E,4E,6R)-7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXOHEPTA-2,4-DIENAMIDE|ZX-AFC000233|(2E,4E,6R)-7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|TSN|SGCTO-002|NCGC00162453-03|NCGC00162453-01|TRICOSTATIN A|M984|2,4-HEPTADIENAMIDE, 7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|BRD-K68202742-001-04-1|TRICHOSTATINE A|880T196|1C3R|TRICHOSTATIN|TRICHOSTATIN-A - TSA|TRICHOSTATIN A,TSA|W-5309|(R)-TRICHOSTATIN A|HMS3403L09|UNII-30RHG284Z4 COMPONENT RTKIYFITIVXBLE-QEQCGCAPSA-N|CCG-208681|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)- (9CI)|58880-19-6|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, [R-(E,E)]-|SR-05000013796|NCGC00162453-04|GNF-PF-1011|BCP01776|M02571|TRICHOSTATIN(S)|SMR004702883|MLS006011095|EX-A1665|DTXSID6037063|NCGC00162453-02|A-300-I|UNII-3X2S926L3Z|3F0R|CS-0499|A8183|BCPP000035|SB17023|2,4-HEPTADIENAMIDE, 7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-|(6R)-N-HYDROXY-4,6-DIMETHYL-7-OXO-7-[4-(DIMETHYLAMINO)PHENYL]-2,4-HEPTADIENAMIDE|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|2,4-HEPTADIENAMIDE,7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|TRICHOSTATIN A (TSA)|LMPK01000055|CC-238|TRICHOSTATIN A|TSA|BDBM19130	-	DRUGBANK	DB04297	C17H22N2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	RTKIYFITIVXBLE-QEQCGCAPSA-N
29384	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Kachhadia V (2016)	26689485	224822	9386	(E)-3-[4-[(E)-3-(Cyclopropylamino)-2-(4-fluorophenyl)prop-1-enyl]phenyl]-N-hydroxyprop-2-enamide	BDBM50143215	-	PUBCHEM	25269097	C21H21FN2O2	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	NODIYCZWVUUEMT-HTZRGULJSA-N
29385	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Kachhadia V (2016)	26689485	224822	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29386	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Reddy DN (2016)	26681404	224823	8395	Tubastatin A	N-hydroxy-4-((2-methyl-3,4-dihydro-1H-pyrido[4,3-b]indol-5(2H)-yl)methyl)benzamide|2XTSOX1NF8|Benzamide, N-hydroxy-4-[(1,2,3,4-tetrahydro-2-methyl-5H-pyrido[4,3-b]indol-5-yl)methyl]-|Tubastatin A|N-Hydroxy-4-[(2-methyl-1,2,3,4-tetrahydro-5H-pyrido[4,3-b]indol-5-yl)methyl]benzamide|BDBM50380399	-	CHEMSPIDER	28295021	C20H21N3O2	small molecule	-	1239262-52-2	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	GOVYBPLHWIEHEJ-UHFFFAOYSA-N
29387	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Reddy DN (2016)	26681404	224823	4124	Trichostatin A	LS-74195|ANTIBIOTIC A-300|CCG-208142|NCGC00162453-05|TRICHOSTATIN A, >=98% (HPLC), FROM STREPTOMYCES SP.|A 300|7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6R-DIMETHYL-7-OXO-2E,4E-HEPTADIENAMIDE|MFCD03848392|SW219664-1|[R-(E,E)]-7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|HMS3649O20|3X2S926L3Z|HMS1792L09|ABP000141|HMS1362L09|HY-15144|Q-201864|TRICHLOSTATIN A|3C10|NCGC_TSA|AS-74315|HMS1990L09|AKOS015899840|SC-73346|SR-05000013796-3|ZINC100014731|BRD-K68202742-001-05-8|TRICHOSTATIN A??, VETEC(TM) REAGENT GRADE, FROM STREPTOMYCES SP., >=98%|(2E,4E,6R)-7-(4-DIMETHYLAMINOPHENYL)-4,6-DIMETHYL-7-OXO-HEPTA-2,4-DIENEHYDROXAMIC ACID|7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|(2E,4E,6R)-7-(4-DIMETHYLAMINOPHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-HEPTA-2,4-DIENAMIDE|TRICHOSTATIN A FROM STREPTOMYCES SP.|Q425894|GTPL7005|C17H22N2O3|(2E,4E,6R)-7-(4-(DIMETHYLAMINO)PHEN YL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMID E|S1045|DB04297|7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|TRICHOSTATIN A/TSA|NCGC00162453-15|(2E,4E,6R)-7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXOHEPTA-2,4-DIENAMIDE|ZX-AFC000233|(2E,4E,6R)-7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|TSN|SGCTO-002|NCGC00162453-03|NCGC00162453-01|TRICOSTATIN A|M984|2,4-HEPTADIENAMIDE, 7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|BRD-K68202742-001-04-1|TRICHOSTATINE A|880T196|1C3R|TRICHOSTATIN|TRICHOSTATIN-A - TSA|TRICHOSTATIN A,TSA|W-5309|(R)-TRICHOSTATIN A|HMS3403L09|UNII-30RHG284Z4 COMPONENT RTKIYFITIVXBLE-QEQCGCAPSA-N|CCG-208681|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)- (9CI)|58880-19-6|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, [R-(E,E)]-|SR-05000013796|NCGC00162453-04|GNF-PF-1011|BCP01776|M02571|TRICHOSTATIN(S)|SMR004702883|MLS006011095|EX-A1665|DTXSID6037063|NCGC00162453-02|A-300-I|UNII-3X2S926L3Z|3F0R|CS-0499|A8183|BCPP000035|SB17023|2,4-HEPTADIENAMIDE, 7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-|(6R)-N-HYDROXY-4,6-DIMETHYL-7-OXO-7-[4-(DIMETHYLAMINO)PHENYL]-2,4-HEPTADIENAMIDE|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|2,4-HEPTADIENAMIDE,7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|TRICHOSTATIN A (TSA)|LMPK01000055|CC-238|TRICHOSTATIN A|TSA|BDBM19130	-	DRUGBANK	DB04297	C17H22N2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	RTKIYFITIVXBLE-QEQCGCAPSA-N
29388	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Reddy DN (2016)	26681404	224823	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29389	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Senger J (2016)	26653328	224824	8395	Tubastatin A	N-hydroxy-4-((2-methyl-3,4-dihydro-1H-pyrido[4,3-b]indol-5(2H)-yl)methyl)benzamide|2XTSOX1NF8|Benzamide, N-hydroxy-4-[(1,2,3,4-tetrahydro-2-methyl-5H-pyrido[4,3-b]indol-5-yl)methyl]-|Tubastatin A|N-Hydroxy-4-[(2-methyl-1,2,3,4-tetrahydro-5H-pyrido[4,3-b]indol-5-yl)methyl]benzamide|BDBM50380399	-	CHEMSPIDER	28295021	C20H21N3O2	small molecule	-	1239262-52-2	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	GOVYBPLHWIEHEJ-UHFFFAOYSA-N
29390	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Senger J (2016)	26653328	224824	9387	N-Hydroxy-2-naphthalen-2-yl-1,3-oxazole-4-carboxamide	BDBM50148620	-	PUBCHEM	127027175	C14H10N2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	SAZKVZYUJRPYFI-UHFFFAOYSA-N
29391	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Senger J (2016)	26653328	224824	9388	2-(4-Chlorophenyl)-N-hydroxy-1,3-oxazole-4-carboxamide	BDBM50148617	-	PUBCHEM	127025656	C10H7ClN2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	KHHYTDYDQPEPGS-UHFFFAOYSA-N
29392	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Senger J (2016)	26653328	224824	9389	N-Hydroxy-2-(4-phenylphenyl)-1,3-oxazole-4-carboxamide	BDBM50148613	-	PUBCHEM	127028391	C16H12N2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	TXHNXBSXQZDEJE-UHFFFAOYSA-N
29393	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Senger J (2016)	26653328	224824	9390	2-(4-Bromophenyl)-N-hydroxy-1,3-oxazole-4-carboxamide	N-HYDROXY-2-(4-BROMOPHENYL)OXAZOLE-4-CARBOXAMIDE|P7V|J3.601.433D|2-(4-BROMOPHENYL)-N-HYDROXY-1,3-OXAZOLE-4-CARBOXAMIDE|BDBM50148612	-	PUBCHEM	127027171	C10H7BrN2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	KHPRTOQUGAUDCM-UHFFFAOYSA-N
29394	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Senger J (2016)	26653328	224824	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29395	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Thaler F (2016)	26629860	224825	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29397	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Ni M (2015)	26481659	224827	4124	Trichostatin A	LS-74195|ANTIBIOTIC A-300|CCG-208142|NCGC00162453-05|TRICHOSTATIN A, >=98% (HPLC), FROM STREPTOMYCES SP.|A 300|7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6R-DIMETHYL-7-OXO-2E,4E-HEPTADIENAMIDE|MFCD03848392|SW219664-1|[R-(E,E)]-7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|HMS3649O20|3X2S926L3Z|HMS1792L09|ABP000141|HMS1362L09|HY-15144|Q-201864|TRICHLOSTATIN A|3C10|NCGC_TSA|AS-74315|HMS1990L09|AKOS015899840|SC-73346|SR-05000013796-3|ZINC100014731|BRD-K68202742-001-05-8|TRICHOSTATIN A??, VETEC(TM) REAGENT GRADE, FROM STREPTOMYCES SP., >=98%|(2E,4E,6R)-7-(4-DIMETHYLAMINOPHENYL)-4,6-DIMETHYL-7-OXO-HEPTA-2,4-DIENEHYDROXAMIC ACID|7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|(2E,4E,6R)-7-(4-DIMETHYLAMINOPHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-HEPTA-2,4-DIENAMIDE|TRICHOSTATIN A FROM STREPTOMYCES SP.|Q425894|GTPL7005|C17H22N2O3|(2E,4E,6R)-7-(4-(DIMETHYLAMINO)PHEN YL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMID E|S1045|DB04297|7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|TRICHOSTATIN A/TSA|NCGC00162453-15|(2E,4E,6R)-7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXOHEPTA-2,4-DIENAMIDE|ZX-AFC000233|(2E,4E,6R)-7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|TSN|SGCTO-002|NCGC00162453-03|NCGC00162453-01|TRICOSTATIN A|M984|2,4-HEPTADIENAMIDE, 7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|BRD-K68202742-001-04-1|TRICHOSTATINE A|880T196|1C3R|TRICHOSTATIN|TRICHOSTATIN-A - TSA|TRICHOSTATIN A,TSA|W-5309|(R)-TRICHOSTATIN A|HMS3403L09|UNII-30RHG284Z4 COMPONENT RTKIYFITIVXBLE-QEQCGCAPSA-N|CCG-208681|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)- (9CI)|58880-19-6|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, [R-(E,E)]-|SR-05000013796|NCGC00162453-04|GNF-PF-1011|BCP01776|M02571|TRICHOSTATIN(S)|SMR004702883|MLS006011095|EX-A1665|DTXSID6037063|NCGC00162453-02|A-300-I|UNII-3X2S926L3Z|3F0R|CS-0499|A8183|BCPP000035|SB17023|2,4-HEPTADIENAMIDE, 7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-|(6R)-N-HYDROXY-4,6-DIMETHYL-7-OXO-7-[4-(DIMETHYLAMINO)PHENYL]-2,4-HEPTADIENAMIDE|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|2,4-HEPTADIENAMIDE,7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|TRICHOSTATIN A (TSA)|LMPK01000055|CC-238|TRICHOSTATIN A|TSA|BDBM19130	-	DRUGBANK	DB04297	C17H22N2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	RTKIYFITIVXBLE-QEQCGCAPSA-N
29398	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Peng FW (2015)	26475519	224828	9392	6-[4-(2,4-Dichloroanilino)-7-methoxyquinazolin-6-yl]oxy-N-hydroxyhexanamide	BDBM50132484	-	PUBCHEM	122195536	C21H22Cl2N4O4	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	HQVSMMXKDYANJJ-UHFFFAOYSA-N
29399	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yang Z (2016)	26443078	224829	9393	Ricolinostat	SW219836-1|ZINC89630354|W-5979|AS-73344|D10661|ROCILINOSTAT (ACY-1215)|GTPL7010|ROCILINOSTAT|2-(DIPHENYLAMINO)-N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]PYRIMIDINE-5-CARBOXAMIDE|ACY-63|DTXSID40157148|RICOLINOSTAT (USAN/INN)|5-PYRIMIDINECARBOXAMIDE, 2-(DIPHENYLAMINO)-N-(7-(HYDROXYAMINO)-7-OXOHEPTYL)-|CCG-269054|AK151416|7-{[2-(DIPHENYLAMINO)PYRIMIDIN-5-YL]FORMAMIDO}-N-HYDROXYHEPTANAMIDE|SMR004702950|EX-A139|UNII-WKT909C62B|ACN-030031|S8001|AH4|CS-0965|DB12376|Q27088553|NS00073045|ACY-1215|1316214-52-4|SB17054|CC-661|HMS3426C09|US8609678, 2-(DIPHENYLAMINO)-N-(7-(HYDROXYAMINO)-7-OXOHEPTYL)PYRIMIDINE-5-CARBOXAMIDE [26]|AB0032517|BCP06028|A11940|X5832|AC-30258|2-(DIPHENYLAMINO)-N-(7-(HYDROXYAMINO)-7-OXOHEPTYL)PYRIMIDINE-5-CARBOXAMIDE|MLS006011181|N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]-2-(N-PHENYLANILINO)PYRIMIDINE-5-CARBOXAMIDE|HY-16026|WKT909C62B|NCGC00345802-05|J-690127|ACY1215|AX8288032|AKOS024259260|RICOLINOSTAT (ACY-1215)|RICOLINOSTAT [USAN:INN]|2-(DIPHENYLAMINO)-N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]-5-PYRIMIDINECARBOXAMIDE|5-PYRIMIDINECARBOXAMIDE, 2-(DIPHENYLAMINO)-N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]-|NCGC00345802-01|RICOLINOSTAT|HMS3653F17|KS-00000SAV|BDBM50439674	-	PUBCHEM	53340666	C24H27N5O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	QGZYDVAGYRLSKP-UHFFFAOYSA-N
29400	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yang Z (2016)	26443078	224829	9394	N-Hydroxy-6-[4-[methyl-(2-methylquinazolin-4-yl)amino]phenoxy]hexanamide	ONC(CCCCCOC1=CC=C(C=C1)N(C1=NC(=NC2=CC=CC=C12)C)C)=O|BDBM50151381	-	PUBCHEM	122550126	C22H26N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	YHQAMQHTTOJBPC-UHFFFAOYSA-N
29401	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yang Z (2016)	26443078	224829	9395	N-Hydroxy-5-[4-[methyl-(2-methylquinazolin-4-yl)amino]phenoxy]pentanamide	ONC(CCCCOC1=CC=C(C=C1)N(C1=NC(=NC2=CC=CC=C12)C)C)=O|BDBM50151380	-	PUBCHEM	122550235	C21H24N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	VINHTOOQEORVNT-UHFFFAOYSA-N
29402	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yang Z (2016)	26443078	224829	9396	N-Hydroxy-2-[4-[methyl-(2-methylquinazolin-4-yl)amino]phenoxy]acetamide	ONC(COC1=CC=C(C=C1)N(C1=NC(=NC2=CC=CC=C12)C)C)=O|BDBM50151378	-	PUBCHEM	122550234	C18H18N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	MPMPKDWQOVDGGV-UHFFFAOYSA-N
29403	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yang Z (2016)	26443078	224829	9397	N-Hydroxy-6-[2-methoxy-5-[methyl-(2-methylquinazolin-4-yl)amino]phenoxy]hexanamide	ONC(CCCCCOC1=C(C=CC(=C1)N(C1=NC(=NC2=CC=CC=C12)C)C)OC)=O|BDBM50151377	-	PUBCHEM	122550213	C23H28N4O4	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	GOLDSRJBCFTJIA-UHFFFAOYSA-N
