#BIOGRID ID	ENTREZ GENE ID	SYSTEMATIC NAME	OFFICIAL SYMBOL	SYNONYMS	ORGANISM ID	ORGANISM NAME	INTERACTION COUNT	PTM COUNT	CHEMICAL INTERACTION COUNT	SOURCE	CATEGORY VALUES	CATEGORY IDS	CATEGORY TAGS	CATEGORY EVIDENCE VALUES	CATEGORY EVIDENCE IDS	CATEGORY EVIDENCE CLASSES	CATEGORY EVIDENCE METHODS
124491	85363	-	TRIM5	RNF88|TRIM5alpha	9606	Homo sapiens	144	105	0	BIOGRID	Xenophagy	-	-	-	-	-	-
118878	29110	-	TBK1	NAK|T2K	9606	Homo sapiens	676	59	2	BIOGRID	Xenophagy	-	-	-	-	-	-
120346	55014	-	STX17	-	9606	Homo sapiens	301	22	0	BIOGRID	Lysosome	-	-	-	-	-	-
116801	23192	-	ATG4B	APG4B|AUTL1	9606	Homo sapiens	177	9	0	BIOGRID	ATG conjugation system	-	-	-	-	-	-
117470	25989	-	ULK3	-	9606	Homo sapiens	58	22	5	BIOGRID	Initiation complex	-	-	-	-	-	-
123654	83452	-	RAB33B	SMC2	9606	Homo sapiens	56	3	0	BIOGRID	ATG conjugation system	-	-	-	-	-	-
114397	8878	-	SQSTM1	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	9606	Homo sapiens	1981	66	1	BIOGRID	Ubiquitin-mediated cargo selection	-	-	-	-	-	-
121369	57103	-	C12orf5	FR2BP|TIGAR	9606	Homo sapiens	66	11	0	BIOGRID	Organellophagy	-	-	-	-	-	-
130988	340061	-	TMEM173	ERIS|MITA|MPYS|NET23|SAVI|STING|hMITA|hSTING	9606	Homo sapiens	193	8	0	BIOGRID	Initiation complex	-	-	-	-	-	-
119694	51715	RP3-496N17.3	RAB23	HSPC137	9606	Homo sapiens	71	36	0	BIOGRID	Xenophagy	-	-	-	-	-	-
122390	65082	-	VPS33A	-	9606	Homo sapiens	323	37	0	BIOGRID	Lysosome	-	-	-	-	-	-
136855	440738	-	MAP1LC3C	ATG8J|LC3C	9606	Homo sapiens	111	1	0	BIOGRID	ATG conjugation system	-	-	-	-	-	-
120613	55332	-	DRAM1	DRAM	9606	Homo sapiens	11	0	0	BIOGRID	Lysosome	-	-	-	-	-	-
119059	30849	-	PIK3R4	VPS15|p150	9606	Homo sapiens	180	36	0	BIOGRID	Initiation complex	-	-	-	-	-	-
119817	53917	-	RAB24	-	9606	Homo sapiens	37	13	0	BIOGRID	Lysosome	-	-	-	-	-	-
125152	94241	-	TP53INP1	SIP|TP53DINP1|TP53INP1A|TP53INP1B|Teap|p53DINP1	9606	Homo sapiens	48	0	0	BIOGRID	ATG conjugation system	-	-	-	-	-	-
113331	7494	-	XBP1	TREB5|XBP-1|XBP2	9606	Homo sapiens	58	11	0	BIOGRID	Transcriptional regulation	-	-	-	-	-	-
124620	89849	-	ATG16L2	ATG16B|WDR80	9606	Homo sapiens	51	0	0	BIOGRID	ATG conjugation system	-	-	-	-	-	-
116875	23274	-	CLEC16A	Gop-1|KIAA0350	9606	Homo sapiens	27	42	0	BIOGRID	Organellophagy	-	-	-	-	-	-
